id,user,buries,kickouts,sum,ratio,dist,,,
19478,mistyfikacja,0,122,122,0,1.6868225252,,,
19479,traceurswistak,0,122,122,0,1.6868225252,,,
19480,xynit,0,122,122,0,1.6868225252,,,
19481,feargorm,0,121,121,0,1.6868225252,,,
19482,Lotus,0,121,121,0,1.6868225252,,,
19483,panpremier,0,121,121,0,1.6868225252,,,
19484,pierzasty,0,121,121,0,1.6868225252,,,
19485,radoslavius,0,121,121,0,1.6868225252,,,
19486,suavia,0,120,120,0,1.6868225252,,,
19487,taktak75,0,120,120,0,1.6868225252,,,
19488,ubunciak,0,120,120,0,1.6868225252,,,
19489,keton22,0,119,119,0,1.6868225252,,,
19490,kroliczy,0,119,119,0,1.6868225252,,,
19491,lukaszpinki,0,119,119,0,1.6868225252,,,
19492,Puss,0,119,119,0,1.6868225252,,,
19493,smtn,0,119,119,0,1.6868225252,,,
19494,beatka1,0,118,118,0,1.6868225252,,,
19495,izuniatoja,0,118,118,0,1.6868225252,,,
19496,szanow,0,118,118,0,1.6868225252,,,
19497,#NAME?,0,117,117,0,1.6868225252,,,
19498,Ann00,0,117,117,0,1.6868225252,,,
19499,bobekinc,0,117,117,0,1.6868225252,,,
19500,Cezary_p,0,117,117,0,1.6868225252,,,
19501,enderro,0,117,117,0,1.6868225252,,,
19502,Krakers88,0,117,117,0,1.6868225252,,,
19503,amigoszczak,0,116,116,0,1.6868225252,,,
19504,bartz,0,116,116,0,1.6868225252,,,
19505,shinbidy,0,116,116,0,1.6868225252,,,
19506,vulpecula,0,116,116,0,1.6868225252,,,
19507,zbyszek_78,0,116,116,0,1.6868225252,,,
19508,breathin,0,115,115,0,1.6868225252,,,
19509,inesd,0,115,115,0,1.6868225252,,,
19510,kubol,0,115,115,0,1.6868225252,,,
19511,whiteTM,0,115,115,0,1.6868225252,,,
19512,adam_t,0,114,114,0,1.6868225252,,,
19513,ARROw_9,0,114,114,0,1.6868225252,,,
19514,gibzdeka,0,114,114,0,1.6868225252,,,
19515,Jebla_debla,0,114,114,0,1.6868225252,,,
19516,miro-ns,0,114,114,0,1.6868225252,,,
19517,Raisinka,0,114,114,0,1.6868225252,,,
19518,teli,0,114,114,0,1.6868225252,,,
19519,wolfstone,0,114,114,0,1.6868225252,,,
19520,gu1d0,0,113,113,0,1.6868225252,,,
19521,masterjarek,0,113,113,0,1.6868225252,,,
19522,ptkaczyk,0,113,113,0,1.6868225252,,,
19523,DonFokusano,0,112,112,0,1.6868225252,,,
19524,smok,0,112,112,0,1.6868225252,,,
19525,Zamis,0,112,112,0,1.6868225252,,,
19526,zuraff,0,112,112,0,1.6868225252,,,
19527,_grzechu,0,111,111,0,1.6868225252,,,
19528,eric_forman,0,111,111,0,1.6868225252,,,
19529,HAL9000,0,111,111,0,1.6868225252,,,
19530,heranes,0,111,111,0,1.6868225252,,,
19531,Kardell,0,111,111,0,1.6868225252,,,
19532,marecki_mk,0,111,111,0,1.6868225252,,,
19533,myki,0,111,111,0,1.6868225252,,,
19534,wohin,0,111,111,0,1.6868225252,,,
19535,_Leo_,0,110,110,0,1.6868225252,,,
19536,Aannddrreeww,0,110,110,0,1.6868225252,,,
19537,alijanka,0,110,110,0,1.6868225252,,,
19538,cahim,0,110,110,0,1.6868225252,,,
19539,netmen5,0,110,110,0,1.6868225252,,,
19540,Nickel,0,110,110,0,1.6868225252,,,
19541,repcakboss,0,110,110,0,1.6868225252,,,
19542,Veronique,0,110,110,0,1.6868225252,,,
19543,_lpp_,0,109,109,0,1.6868225252,,,
19544,itstime,0,109,109,0,1.6868225252,,,
19545,mefjuo,0,109,109,0,1.6868225252,,,
19546,qacpereq,0,109,109,0,1.6868225252,,,
19547,supYrmen,0,109,109,0,1.6868225252,,,
19548,adryjan,0,108,108,0,1.6868225252,,,
19549,Eviil,0,108,108,0,1.6868225252,,,
19550,firon,0,108,108,0,1.6868225252,,,
19551,Lejko,0,108,108,0,1.6868225252,,,
19552,lemooreck,0,108,108,0,1.6868225252,,,
19553,parkiecik,0,108,108,0,1.6868225252,,,
19554,pzol,0,108,108,0,1.6868225252,,,
19555,zxxz,0,108,108,0,1.6868225252,,,
19556,1969inthesunshine,0,107,107,0,1.6868225252,,,
19557,ajok,0,107,107,0,1.6868225252,,,
19558,BogdanKa,0,107,107,0,1.6868225252,,,
19559,ERRORroad,0,107,107,0,1.6868225252,,,
19560,Fokusano,0,107,107,0,1.6868225252,,,
19561,frytkiani,0,107,107,0,1.6868225252,,,
19562,Sadun,0,107,107,0,1.6868225252,,,
19563,wluczykij69,0,107,107,0,1.6868225252,,,
19564,barnabam,0,106,106,0,1.6868225252,,,
19565,danielzopola,0,106,106,0,1.6868225252,,,
19566,fewkes,0,106,106,0,1.6868225252,,,
19567,Geysir,0,106,106,0,1.6868225252,,,
19568,gotomi,0,106,106,0,1.6868225252,,,
19569,t0b1,0,106,106,0,1.6868225252,,,
19570,Tomasss,0,106,106,0,1.6868225252,,,
19571,yossarian1987,0,106,106,0,1.6868225252,,,
19572,anek69,0,105,105,0,1.6868225252,,,
19573,defaultlogin,0,105,105,0,1.6868225252,,,
19574,Egree,0,105,105,0,1.6868225252,,,
19575,gattuso88,0,105,105,0,1.6868225252,,,
19576,jamiro,0,105,105,0,1.6868225252,,,
19577,kpjas,0,105,105,0,1.6868225252,,,
19578,tigryso,0,105,105,0,1.6868225252,,,
19579,Fokus,0,104,104,0,1.6868225252,,,
19580,Lalek23,0,104,104,0,1.6868225252,,,
19581,Manacor,0,104,104,0,1.6868225252,,,
19582,PabloPicasso,0,104,104,0,1.6868225252,,,
19583,brattanek,0,103,103,0,1.6868225252,,,
19584,canti,0,103,103,0,1.6868225252,,,
19585,kinga23,0,103,103,0,1.6868225252,,,
19586,lesnik07,0,103,103,0,1.6868225252,,,
19587,nieicek,0,103,103,0,1.6868225252,,,
19588,choodziopl,0,102,102,0,1.6868225252,,,
19589,lilith_191,0,102,102,0,1.6868225252,,,
19590,magdolinda,0,102,102,0,1.6868225252,,,
19591,michal8888,0,102,102,0,1.6868225252,,,
19592,msb156,0,102,102,0,1.6868225252,,,
19593,paula,0,102,102,0,1.6868225252,,,
19594,politykamniekreci,0,102,102,0,1.6868225252,,,
19595,s3ba,0,102,102,0,1.6868225252,,,
19596,sebbi334,0,102,102,0,1.6868225252,,,
19597,todd4,0,102,102,0,1.6868225252,,,
19598,wykopper,0,102,102,0,1.6868225252,,,
19599,asshole87,0,101,101,0,1.6868225252,,,
19600,dziku77,0,101,101,0,1.6868225252,,,
19601,jedrzych1,0,101,101,0,1.6868225252,,,
19602,Julass,0,101,101,0,1.6868225252,,,
19603,kacha2b,0,101,101,0,1.6868225252,,,
19604,kielich126,0,101,101,0,1.6868225252,,,
19605,klups,0,101,101,0,1.6868225252,,,
19606,rob206,0,101,101,0,1.6868225252,,,
19607,Whys,0,101,101,0,1.6868225252,,,
19608,your_black_rabbit,0,101,101,0,1.6868225252,,,
19609,aradee,0,100,100,0,1.6868225252,,,
19610,joszko,0,100,100,0,1.6868225252,,,
19611,uisyr,0,100,100,0,1.6868225252,,,
19612,Wembley,0,100,100,0,1.6868225252,,,
19613,adrienne_pl,0,99,99,0,1.6868225252,,,
19614,denver,0,99,99,0,1.6868225252,,,
19615,ficek1991,0,99,99,0,1.6868225252,,,
19616,karat23,0,99,99,0,1.6868225252,,,
19617,matdrz2307,0,99,99,0,1.6868225252,,,
19618,mckrzysiek,0,99,99,0,1.6868225252,,,
19619,moremore,0,99,99,0,1.6868225252,,,
19620,pos_ejdon,0,99,99,0,1.6868225252,,,
19621,wojtekjs,0,99,99,0,1.6868225252,,,
19622,ZeeWolf,0,99,99,0,1.6868225252,,,
19623,7,0,98,98,0,1.6868225252,,,
19624,anyone,0,98,98,0,1.6868225252,,,
19625,Migfirefox,0,98,98,0,1.6868225252,,,
19626,onioni,0,98,98,0,1.6868225252,,,
19627,3rafal3,0,97,97,0,1.6868225252,,,
19628,6REY1MISTERIO9,0,97,97,0,1.6868225252,,,
19629,baranina1988,0,97,97,0,1.6868225252,,,
19630,cenebris,0,97,97,0,1.6868225252,,,
19631,kloda,0,97,97,0,1.6868225252,,,
19632,Kret,0,97,97,0,1.6868225252,,,
19633,kuternoga,0,97,97,0,1.6868225252,,,
19634,petr_eni,0,97,97,0,1.6868225252,,,
19635,wsza,0,97,97,0,1.6868225252,,,
19636,aaadaaam,0,96,96,0,1.6868225252,,,
19637,BARMAN2005,0,96,96,0,1.6868225252,,,
19638,Marika19841,0,96,96,0,1.6868225252,,,
19639,martinez41,0,96,96,0,1.6868225252,,,
19640,narel,0,96,96,0,1.6868225252,,,
19641,NeRio1987,0,96,96,0,1.6868225252,,,
19642,urugwaj,0,96,96,0,1.6868225252,,,
19643,Antek111,0,95,95,0,1.6868225252,,,
19644,genjusz,0,95,95,0,1.6868225252,,,
19645,ionski,0,95,95,0,1.6868225252,,,
19646,ptr07,0,95,95,0,1.6868225252,,,
19647,Verin,0,95,95,0,1.6868225252,,,
19648,witpo,0,95,95,0,1.6868225252,,,
19649,0lukasz0,0,94,94,0,1.6868225252,,,
19650,abbot,0,94,94,0,1.6868225252,,,
19651,Guts,0,94,94,0,1.6868225252,,,
19652,icemarcin,0,94,94,0,1.6868225252,,,
19653,polska,0,94,94,0,1.6868225252,,,
19654,pysiek,0,94,94,0,1.6868225252,,,
19655,tuopski,0,94,94,0,1.6868225252,,,
19656,1guana,0,93,93,0,1.6868225252,,,
19657,bandaroalos321,0,93,93,0,1.6868225252,,,
19658,bolina,0,93,93,0,1.6868225252,,,
19659,domin1487,0,93,93,0,1.6868225252,,,
19660,dorenka3k,0,93,93,0,1.6868225252,,,
19661,K1LL3R,0,93,93,0,1.6868225252,,,
19662,kleo,0,93,93,0,1.6868225252,,,
19663,kosteQ,0,93,93,0,1.6868225252,,,
19664,mascara,0,93,93,0,1.6868225252,,,
19665,Premislaus,0,93,93,0,1.6868225252,,,
19666,thus,0,93,93,0,1.6868225252,,,
19667,uwaman,0,93,93,0,1.6868225252,,,
19668,Anusssia,0,92,92,0,1.6868225252,,,
19669,jaboja,0,92,92,0,1.6868225252,,,
19670,johny11f,0,92,92,0,1.6868225252,,,
19671,kornelia,0,92,92,0,1.6868225252,,,
19672,matey01,0,92,92,0,1.6868225252,,,
19673,mzenek,0,92,92,0,1.6868225252,,,
19674,PGX,0,92,92,0,1.6868225252,,,
19675,qawelek,0,92,92,0,1.6868225252,,,
19676,rebus12,0,92,92,0,1.6868225252,,,
19677,rudziaszyn,0,92,92,0,1.6868225252,,,
19678,sirk,0,92,92,0,1.6868225252,,,
19679,szejkerr,0,92,92,0,1.6868225252,,,
19680,ulla-la,0,92,92,0,1.6868225252,,,
19681,woziek,0,92,92,0,1.6868225252,,,
19682,czajnick,0,91,91,0,1.6868225252,,,
19683,doll,0,91,91,0,1.6868225252,,,
19684,eman,0,91,91,0,1.6868225252,,,
19685,Swart,0,91,91,0,1.6868225252,,,
19686,BialyWwa,0,90,90,0,1.6868225252,,,
19687,clarice,0,90,90,0,1.6868225252,,,
19688,CTD,0,90,90,0,1.6868225252,,,
19689,Gadzik82,0,90,90,0,1.6868225252,,,
19690,greid,0,90,90,0,1.6868225252,,,
19691,magdzilla,0,90,90,0,1.6868225252,,,
19692,Nyae,0,90,90,0,1.6868225252,,,
19693,Oktek,0,90,90,0,1.6868225252,,,
19694,polepiona,0,90,90,0,1.6868225252,,,
19695,Spookie,0,90,90,0,1.6868225252,,,
19696,That70show,0,90,90,0,1.6868225252,,,
19697,Thunderer,0,90,90,0,1.6868225252,,,
19698,zuzel,0,90,90,0,1.6868225252,,,
19699,afid,0,89,89,0,1.6868225252,,,
19700,ahi_PL,0,89,89,0,1.6868225252,,,
19701,Amoen,0,89,89,0,1.6868225252,,,
19702,arkanoego,0,89,89,0,1.6868225252,,,
19703,chilloutek,0,89,89,0,1.6868225252,,,
19704,kmac1,0,89,89,0,1.6868225252,,,
19705,Marzyciel15,0,89,89,0,1.6868225252,,,
19706,matrix1216,0,89,89,0,1.6868225252,,,
19707,mbymj,0,89,89,0,1.6868225252,,,
19708,MI0DZI0,0,89,89,0,1.6868225252,,,
19709,picklington,0,89,89,0,1.6868225252,,,
19710,sbanach,0,89,89,0,1.6868225252,,,
19711,akumu,0,88,88,0,1.6868225252,,,
19712,aret,0,88,88,0,1.6868225252,,,
19713,asia82,0,88,88,0,1.6868225252,,,
19714,buhajbej,0,88,88,0,1.6868225252,,,
19715,danielo86,0,88,88,0,1.6868225252,,,
19716,ficnerartur,0,88,88,0,1.6868225252,,,
19717,lukasj,0,88,88,0,1.6868225252,,,
19718,lul,0,88,88,0,1.6868225252,,,
19719,mario1975,0,88,88,0,1.6868225252,,,
19720,niceoldlady,0,88,88,0,1.6868225252,,,
19721,PanDzikus,0,88,88,0,1.6868225252,,,
19722,4wgan,0,87,87,0,1.6868225252,,,
19723,baran23,0,87,87,0,1.6868225252,,,
19724,bolec,0,87,87,0,1.6868225252,,,
19725,craff,0,87,87,0,1.6868225252,,,
19726,edyta23,0,87,87,0,1.6868225252,,,
19727,jasama,0,87,87,0,1.6868225252,,,
19728,kacper,0,87,87,0,1.6868225252,,,
19729,MP-ror,0,87,87,0,1.6868225252,,,
19730,Partyzant837737,0,87,87,0,1.6868225252,,,
19731,PKLpl,0,87,87,0,1.6868225252,,,
19732,RzK1985,0,87,87,0,1.6868225252,,,
19733,socjalistyczny,0,87,87,0,1.6868225252,,,
19734,Vairus,0,87,87,0,1.6868225252,,,
19735,voonsky,0,87,87,0,1.6868225252,,,
19736,adam187,0,86,86,0,1.6868225252,,,
19737,anyuser,0,86,86,0,1.6868225252,,,
19738,cms,0,86,86,0,1.6868225252,,,
19739,donpedro128,0,86,86,0,1.6868225252,,,
19740,elwiraaa18,0,86,86,0,1.6868225252,,,
19741,gladis792,0,86,86,0,1.6868225252,,,
19742,hebi,0,86,86,0,1.6868225252,,,
19743,kekerott,0,86,86,0,1.6868225252,,,
19744,maciejr2,0,86,86,0,1.6868225252,,,
19745,mankii,0,86,86,0,1.6868225252,,,
19746,mcm76,0,86,86,0,1.6868225252,,,
19747,mgulczynski,0,86,86,0,1.6868225252,,,
19748,micruz,0,86,86,0,1.6868225252,,,
19749,wts_kw,0,86,86,0,1.6868225252,,,
19750,anul,0,85,85,0,1.6868225252,,,
19751,bloodycherry,0,85,85,0,1.6868225252,,,
19752,Cleriic,0,85,85,0,1.6868225252,,,
19753,DedeeF,0,85,85,0,1.6868225252,,,
19754,kabu,0,85,85,0,1.6868225252,,,
19755,kieca1993,0,85,85,0,1.6868225252,,,
19756,pablodus,0,85,85,0,1.6868225252,,,
19757,Renatka199,0,85,85,0,1.6868225252,,,
19758,Serwer64,0,85,85,0,1.6868225252,,,
19759,bartekrycharski,0,84,84,0,1.6868225252,,,
19760,Buffalo,0,84,84,0,1.6868225252,,,
19761,dracowrx,0,84,84,0,1.6868225252,,,
19762,grabarz86,0,84,84,0,1.6868225252,,,
19763,jacekartymiak,0,84,84,0,1.6868225252,,,
19764,kolabor666,0,84,84,0,1.6868225252,,,
19765,m4dd,0,84,84,0,1.6868225252,,,
19766,aniat,0,83,83,0,1.6868225252,,,
19767,bevik,0,83,83,0,1.6868225252,,,
19768,dekin,0,83,83,0,1.6868225252,,,
19769,Dominic92,0,83,83,0,1.6868225252,,,
19770,gaclav,0,83,83,0,1.6868225252,,,
19771,igor5,0,83,83,0,1.6868225252,,,
19772,kaczusia000,0,83,83,0,1.6868225252,,,
19773,Katja19,0,83,83,0,1.6868225252,,,
19774,pochybel,0,83,83,0,1.6868225252,,,
19775,rYSZARD_88,0,83,83,0,1.6868225252,,,
19776,sero22,0,83,83,0,1.6868225252,,,
19777,zxspeccy,0,83,83,0,1.6868225252,,,
19778,3sekundy,0,82,82,0,1.6868225252,,,
19779,ad_hoc,0,82,82,0,1.6868225252,,,
19780,cybermoon,0,82,82,0,1.6868225252,,,
19781,Hrotg_ar,0,82,82,0,1.6868225252,,,
19782,mamazosi7,0,82,82,0,1.6868225252,,,
19783,mudaki,0,82,82,0,1.6868225252,,,
19784,silentagent007,0,82,82,0,1.6868225252,,,
19785,wykopauemwykop,0,82,82,0,1.6868225252,,,
19786,zyzor,0,82,82,0,1.6868225252,,,
19787,ChomiczyRyjek,0,81,81,0,1.6868225252,,,
19788,dafelippe,0,81,81,0,1.6868225252,,,
19789,gawellek,0,81,81,0,1.6868225252,,,
19790,jurkof,0,81,81,0,1.6868225252,,,
19791,Majohn,0,81,81,0,1.6868225252,,,
19792,marrut,0,81,81,0,1.6868225252,,,
19793,quality,0,81,81,0,1.6868225252,,,
19794,rysiowww,0,81,81,0,1.6868225252,,,
19795,anatomiczny,0,80,80,0,1.6868225252,,,
19796,bartek_sekula,0,80,80,0,1.6868225252,,,
19797,kammalick,0,80,80,0,1.6868225252,,,
19798,l00ser,0,80,80,0,1.6868225252,,,
19799,lalamidoroz,0,80,80,0,1.6868225252,,,
19800,maco,0,80,80,0,1.6868225252,,,
19801,Pajonk,0,80,80,0,1.6868225252,,,
19802,rossmery,0,80,80,0,1.6868225252,,,
19803,sawar,0,80,80,0,1.6868225252,,,
19804,Sebik89,0,80,80,0,1.6868225252,,,
19805,batiuszka,0,79,79,0,1.6868225252,,,
19806,bratAlbert,0,79,79,0,1.6868225252,,,
19807,ConstantineW,0,79,79,0,1.6868225252,,,
19808,feministyczny,0,79,79,0,1.6868225252,,,
19809,guziec,0,79,79,0,1.6868225252,,,
19810,issh,0,79,79,0,1.6868225252,,,
19811,kamiloski,0,79,79,0,1.6868225252,,,
19812,kzielona,0,79,79,0,1.6868225252,,,
19813,osowagora,0,79,79,0,1.6868225252,,,
19814,pakson,0,79,79,0,1.6868225252,,,
19815,Stepo,0,79,79,0,1.6868225252,,,
19816,thorg,0,79,79,0,1.6868225252,,,
19817,Zurawinek,0,79,79,0,1.6868225252,,,
19818,_wiechu_,0,78,78,0,1.6868225252,,,
19819,daymos,0,78,78,0,1.6868225252,,,
19820,dobrewino,0,78,78,0,1.6868225252,,,
19821,Ilware,0,78,78,0,1.6868225252,,,
19822,irotom,0,78,78,0,1.6868225252,,,
19823,Karol1984,0,78,78,0,1.6868225252,,,
19824,pinkboy,0,78,78,0,1.6868225252,,,
19825,Ursusista,0,78,78,0,1.6868225252,,,
19826,wkjwkj,0,78,78,0,1.6868225252,,,
19827,zhao-zhuxi,0,78,78,0,1.6868225252,,,
19828,Aerokedlav,0,77,77,0,1.6868225252,,,
19829,akademik,0,77,77,0,1.6868225252,,,
19830,bobdylan,0,77,77,0,1.6868225252,,,
19831,kamikadzew,0,77,77,0,1.6868225252,,,
19832,kikuchi,0,77,77,0,1.6868225252,,,
19833,kotos00,0,77,77,0,1.6868225252,,,
19834,notorious,0,77,77,0,1.6868225252,,,
19835,nutria,0,77,77,0,1.6868225252,,,
19836,panowanko,0,77,77,0,1.6868225252,,,
19837,ppiotrek75,0,77,77,0,1.6868225252,,,
19838,sawka13,0,77,77,0,1.6868225252,,,
19839,siarasiarzeski,0,77,77,0,1.6868225252,,,
19840,Szczurza_Mama,0,77,77,0,1.6868225252,,,
19841,wrony,0,77,77,0,1.6868225252,,,
19842,Cymer12,0,76,76,0,1.6868225252,,,
19843,gsp32,0,76,76,0,1.6868225252,,,
19844,kacper3k,0,76,76,0,1.6868225252,,,
19845,Kofels,0,76,76,0,1.6868225252,,,
19846,KooT,0,76,76,0,1.6868225252,,,
19847,platinoo,0,76,76,0,1.6868225252,,,
19848,przemekc,0,76,76,0,1.6868225252,,,
19849,Satter,0,76,76,0,1.6868225252,,,
19850,simpel,0,76,76,0,1.6868225252,,,
19851,suut,0,76,76,0,1.6868225252,,,
19852,swiezak,0,76,76,0,1.6868225252,,,
19853,szremsiu,0,76,76,0,1.6868225252,,,
19854,tomashee1999,0,76,76,0,1.6868225252,,,
19855,anku_k,0,75,75,0,1.6868225252,,,
19856,dariusz1230,0,75,75,0,1.6868225252,,,
19857,ernest,0,75,75,0,1.6868225252,,,
19858,faramir,0,75,75,0,1.6868225252,,,
19859,haniagie,0,75,75,0,1.6868225252,,,
19860,jaworek_77,0,75,75,0,1.6868225252,,,
19861,Karl_S,0,75,75,0,1.6868225252,,,
19862,Kuba509,0,75,75,0,1.6868225252,,,
19863,miszmaniac,0,75,75,0,1.6868225252,,,
19864,mit,0,75,75,0,1.6868225252,,,
19865,mousek,0,75,75,0,1.6868225252,,,
19866,oxygene,0,75,75,0,1.6868225252,,,
19867,tukan977,0,75,75,0,1.6868225252,,,
19868,woytec,0,75,75,0,1.6868225252,,,
19869,artiko,0,74,74,0,1.6868225252,,,
19870,belizes,0,74,74,0,1.6868225252,,,
19871,Cygan69,0,74,74,0,1.6868225252,,,
19872,Dameklol1,0,74,74,0,1.6868225252,,,
19873,derka56,0,74,74,0,1.6868225252,,,
19874,dRaiser,0,74,74,0,1.6868225252,,,
19875,Floyd,0,74,74,0,1.6868225252,,,
19876,Jesaj,0,74,74,0,1.6868225252,,,
19877,kaman,0,74,74,0,1.6868225252,,,
19878,kisiel17,0,74,74,0,1.6868225252,,,
19879,mtoy,0,74,74,0,1.6868225252,,,
19880,piotrwrocek,0,74,74,0,1.6868225252,,,
19881,zmzmzm,0,74,74,0,1.6868225252,,,
19882,ardnech,0,73,73,0,1.6868225252,,,
19883,barek,0,73,73,0,1.6868225252,,,
19884,darek156,0,73,73,0,1.6868225252,,,
19885,lookasiu87,0,73,73,0,1.6868225252,,,
19886,matogo,0,73,73,0,1.6868225252,,,
19887,petr_eni1,0,73,73,0,1.6868225252,,,
19888,ruchajmnie,0,73,73,0,1.6868225252,,,
19889,streetball08,0,73,73,0,1.6868225252,,,
19890,sunweb,0,73,73,0,1.6868225252,,,
19891,velerond,0,73,73,0,1.6868225252,,,
19892,wojak_Szwejk,0,73,73,0,1.6868225252,,,
19893,zvinsk,0,73,73,0,1.6868225252,,,
19894,_zabawa,0,72,72,0,1.6868225252,,,
19895,Dracenis,0,72,72,0,1.6868225252,,,
19896,drixter,0,72,72,0,1.6868225252,,,
19897,Froot,0,72,72,0,1.6868225252,,,
19898,gofer,0,72,72,0,1.6868225252,,,
19899,hogor,0,72,72,0,1.6868225252,,,
19900,Iksn,0,72,72,0,1.6868225252,,,
19901,keejt,0,72,72,0,1.6868225252,,,
19902,MarcinZaor,0,72,72,0,1.6868225252,,,
19903,norwid2,0,72,72,0,1.6868225252,,,
19904,nyorbee,0,72,72,0,1.6868225252,,,
19905,ShadowReplic,0,72,72,0,1.6868225252,,,
19906,wally93,0,72,72,0,1.6868225252,,,
19907,woo,0,72,72,0,1.6868225252,,,
19908,bodyguard,0,71,71,0,1.6868225252,,,
19909,grajek91,0,71,71,0,1.6868225252,,,
19910,Karlik_VIP,0,71,71,0,1.6868225252,,,
19911,klimton,0,71,71,0,1.6868225252,,,
19912,Linka_,0,71,71,0,1.6868225252,,,
19913,mariusz_j,0,71,71,0,1.6868225252,,,
19914,NUKEM,0,71,71,0,1.6868225252,,,
19915,power_84,0,71,71,0,1.6868225252,,,
19916,removed account,0,71,71,0,1.6868225252,,,
19917,zuoihuj,0,71,71,0,1.6868225252,,,
19918,barbarra,0,70,70,0,1.6868225252,,,
19919,dziwnedrzewa,0,70,70,0,1.6868225252,,,
19920,Exeptional,0,70,70,0,1.6868225252,,,
19921,jtmt2k,0,70,70,0,1.6868225252,,,
19922,Kalinaz,0,70,70,0,1.6868225252,,,
19923,keep_it_real,0,70,70,0,1.6868225252,,,
19924,mckwack,0,70,70,0,1.6868225252,,,
19925,megijc,0,70,70,0,1.6868225252,,,
19926,michalsobczyk,0,70,70,0,1.6868225252,,,
19927,rrdzony,0,70,70,0,1.6868225252,,,
19928,spooknik321,0,70,70,0,1.6868225252,,,
19929,surma,0,70,70,0,1.6868225252,,,
19930,vanmark,0,70,70,0,1.6868225252,,,
19931,xrecec,0,70,70,0,1.6868225252,,,
19932,BOAEDON,0,69,69,0,1.6868225252,,,
19933,brthz,0,69,69,0,1.6868225252,,,
19934,camel,0,69,69,0,1.6868225252,,,
19935,Chomik,0,69,69,0,1.6868225252,,,
19936,czarnykot,0,69,69,0,1.6868225252,,,
19937,dawad,0,69,69,0,1.6868225252,,,
19938,Daziom,0,69,69,0,1.6868225252,,,
19939,Enclave,0,69,69,0,1.6868225252,,,
19940,ivid,0,69,69,0,1.6868225252,,,
19941,Kamiloos,0,69,69,0,1.6868225252,,,
19942,Kris,0,69,69,0,1.6868225252,,,
19943,kurczak12345,0,69,69,0,1.6868225252,,,
19944,lukasz20075,0,69,69,0,1.6868225252,,,
19945,maxen_cBn,0,69,69,0,1.6868225252,,,
19946,Mukaj89,0,69,69,0,1.6868225252,,,
19947,nikki666,0,69,69,0,1.6868225252,,,
19948,peruczy,0,69,69,0,1.6868225252,,,
19949,ryszard23,0,69,69,0,1.6868225252,,,
19950,wiosna,0,69,69,0,1.6868225252,,,
19951,wyspa,0,69,69,0,1.6868225252,,,
19952,Xarid,0,69,69,0,1.6868225252,,,
19953,yoankaaa,0,69,69,0,1.6868225252,,,
19954,Cris666,0,68,68,0,1.6868225252,,,
19955,doloeop,0,68,68,0,1.6868225252,,,
19956,dominikvolvo,0,68,68,0,1.6868225252,,,
19957,elgustawo,0,68,68,0,1.6868225252,,,
19958,Glaydus,0,68,68,0,1.6868225252,,,
19959,h0ry-one,0,68,68,0,1.6868225252,,,
19960,justaszek,0,68,68,0,1.6868225252,,,
19961,kr3cik,0,68,68,0,1.6868225252,,,
19962,pawel991,0,68,68,0,1.6868225252,,,
19963,worus,0,68,68,0,1.6868225252,,,
19964,wskrisso,0,68,68,0,1.6868225252,,,
19965,wykopuser1,0,68,68,0,1.6868225252,,,
19966,zephyr,0,68,68,0,1.6868225252,,,
19967,aol0,0,67,67,0,1.6868225252,,,
19968,arekjel,0,67,67,0,1.6868225252,,,
19969,Armo,0,67,67,0,1.6868225252,,,
19970,Artemus,0,67,67,0,1.6868225252,,,
19971,Dasi3k,0,67,67,0,1.6868225252,,,
19972,denku,0,67,67,0,1.6868225252,,,
19973,dominator,0,67,67,0,1.6868225252,,,
19974,dziadek_leon,0,67,67,0,1.6868225252,,,
19975,ender,0,67,67,0,1.6868225252,,,
19976,falkowski2004,0,67,67,0,1.6868225252,,,
19977,fisha,0,67,67,0,1.6868225252,,,
19978,i_44,0,67,67,0,1.6868225252,,,
19979,kszalek,0,67,67,0,1.6868225252,,,
19980,lucyferia,0,67,67,0,1.6868225252,,,
19981,makeros,0,67,67,0,1.6868225252,,,
19982,Mefiu5,0,67,67,0,1.6868225252,,,
19983,mulek,0,67,67,0,1.6868225252,,,
19984,Noirek,0,67,67,0,1.6868225252,,,
19985,piotr07,0,67,67,0,1.6868225252,,,
19986,spinachl,0,67,67,0,1.6868225252,,,
19987,sweetaaasnyy,0,67,67,0,1.6868225252,,,
19988,szean,0,67,67,0,1.6868225252,,,
19989,tessonilo,0,67,67,0,1.6868225252,,,
19990,userff19,0,67,67,0,1.6868225252,,,
19991,bbr,0,66,66,0,1.6868225252,,,
19992,DANI,0,66,66,0,1.6868225252,,,
19993,dombiee,0,66,66,0,1.6868225252,,,
19994,drraf,0,66,66,0,1.6868225252,,,
19995,jass,0,66,66,0,1.6868225252,,,
19996,jofrey,0,66,66,0,1.6868225252,,,
19997,kajk,0,66,66,0,1.6868225252,,,
19998,kao17,0,66,66,0,1.6868225252,,,
19999,maxu,0,66,66,0,1.6868225252,,,
20000,Montserrat,0,66,66,0,1.6868225252,,,
20001,VIP414,0,66,66,0,1.6868225252,,,
20002,adam62,0,65,65,0,1.6868225252,,,
20003,arheru,0,65,65,0,1.6868225252,,,
20004,batter,0,65,65,0,1.6868225252,,,
20005,Caane,0,65,65,0,1.6868225252,,,
20006,christabel,0,65,65,0,1.6868225252,,,
